seed,min_p_val
352644,1.5253401607301002e-05
337388,9.233272849497482e-05
98438,4.609186404333917e-05
704752,0.00045148120545562484
824009,6.494127973704059e-05
659194,4.636346251863318e-06
89153,3.03209905623912e-05
948043,2.4180507126651042e-05
370360,3.606426390082754e-05
928009,9.817565351683299e-05
373635,6.179984378472466e-05
55411,0.00027195413556961194
413356,0.00011125100312466255
36958,0.0005035125471910341
18279,0.00035477640933269795
913654,6.6509316178816e-05
792143,4.425933698732942e-06
288459,6.592672335534786e-06
23073,8.520214063091483e-06
714769,5.904980144245357e-05
466863,5.369323238582368e-05
891829,5.770018989223752e-06
969812,4.311550229058321e-06
810098,0.00012943378094664538
121129,0.0001011644586994422
970200,1.0425760448489856e-05
145974,3.0381411847938787e-06
165410,0.00010378462479937415
64013,5.891322294215098e-05
781938,8.084783025608165e-06
279954,1.8834649411647595e-05
330044,0.0001438031557794894
670137,2.6836306987413736e-05
65173,2.6655569771525863e-06
262030,1.1209957180028127e-05
337961,0.00023776355156423487
354786,1.1527873096212637e-05
127585,6.498875213968019e-05
662691,0.00014607262529016353
159896,5.11302894446276e-05
924751,0.000350836742512008
955503,3.1716162199934276e-05
428966,6.013185459157515e-05
540262,6.79137338322086e-06
315346,7.648114932852544e-06
679412,0.0005459356442185328
77010,7.332953063382775e-05
908073,7.678810509340242e-05
21561,0.0002173188043594988
756088,1.4111331521518856e-06
83306,1.3437361181122596e-05
933295,4.702974202852585e-05
927173,0.00017943911716639593
712245,6.378973730437959e-05
650841,1.541738324500868e-05
158554,1.4430307153234555e-06
381954,0.0001246052500386075
410831,6.487473605304226e-05
234262,1.7218238534643826e-05
335921,6.199085125274344e-06
383745,3.1710119927546124e-05
402745,3.022566216353182e-05
902867,0.00021764289362079955
969531,1.1799286667172607e-05
335627,9.336334768737984e-05
864823,1.6092721542433094e-06
725828,8.024316764772686e-05
145247,6.515845539246388e-05
680906,1.2109338936755422e-06
462921,0.0006902367490701828
976780,0.0003937031689388087
494050,3.862607263505184e-06
22844,2.9467378714608977e-05
683905,0.00026134377461509
4970,4.051902685028815e-06
942251,0.00034489781226069256
212842,1.860534085031347e-05
747209,7.14595259287839e-05
840099,4.667047436748107e-08
863958,9.049180865230374e-06
322656,1.2701235113957492e-06
584861,9.384334947174782e-05
407334,6.3784717167589215e-06
849547,3.1363251207524677e-06
802756,1.2443333821367656e-05
346739,1.0579679922610249e-06
880534,1.8853925334067376e-05
266130,7.018328766813156e-05
80417,5.038658496726216e-06
725358,1.7772931756607815e-05
968546,8.245439973599202e-05
895092,8.527221014351954e-05
556149,8.000146411443269e-05
639751,0.0001794493071430127
810002,3.5736773363748324e-05
915210,3.7507481451393786e-05
958820,0.0002853896712209056
355924,6.80644181784428e-06
482156,9.221220276068802e-05
600357,0.0001748212060985774
